translator,chapter,sentence_id,token_index,spanish,lemma,chinese,pinyin,meaning,pos,is_proper_noun,syntactic_role_es,syntactic_role_zh,verb_person,verb_number,verb_tense,verb_mood,other_translation,pronoun_ref,clause_type,note
arsovska,3,3-6,52,"huesos","hueso","骨","gǔ","Huesos","sustantivo",false,"Objeto directo","名词作宾语","","","","","","","oración principal","'其骨'"
arsovska,3,3-7,53,"Haz","hacer","使","shǐ","Hacer, provocar (que)","verbo",false,"Verbo principal (mandato)","动词作谓语",2,"singular","presente","imperativo","","tú (implícito)","oración principal","命令式! '常使民…'"
arsovska,3,3-7,54,"que","que","（使）","-","Conjunción subordinante","conjunción",false,"Nexo","连词","","","","","","","subordinada sustantiva","引导虚拟式从句"
arsovska,3,3-7,56,"pueblo","pueblo","民","mín","Pueblo","sustantivo",false,"Sujeto de subordinada","名词作主语","","","","","","","subordinada sustantiva",""
arsovska,3,3-7,57,"nada","nada","无","wú","Nada","pronombre",false,"Objeto directo","无定代词","","","","","","","subordinada sustantiva","'无知'"
arsovska,3,3-7,58,"sepa","saber","知","zhī","Saber, conocer","verbo",false,"Verbo de subordinada","动词作谓语",3,"singular","presente","subjuntivo","","","subordinada sustantiva","虚拟式! 变位: 3ª sing. pres. subjuntivo"
arsovska,3,3-7,60,"nada","nada","无","wú","Nada","pronombre",false,"Objeto directo","无定代词","","","","","","","subordinada sustantiva","'无欲'"
arsovska,3,3-7,61,"anhele","anhelar","欲","yù","Anhelar, desear","verbo",false,"Verbo de subordinada","动词作谓语",3,"singular","presente","subjuntivo","","","subordinada sustantiva","虚拟式! '无欲'"
arsovska,3,3-8,62,"Haz","hacer","使","shǐ","Hacer, provocar (que)","verbo",false,"Verbo principal (mandato)","动词作谓语",2,"singular","presente","imperativo","","tú (implícito)","oración principal","命令式! '使夫智者…'"
arsovska,3,3-8,63,"que","que","（使）","-","Conjunción subordinante","conjunción",false,"Nexo","连词","","","","","","","subordinada sustantiva",""
arsovska,3,3-8,65,"sagaz","sagaz","智者","zhì zhě","El sagaz, el astuto","sustantivo",false,"Sujeto de subordinada","名词作主语","","","","","","","subordinada sustantiva","'智者'"
arsovska,3,3-8,66,"no","no","不","bù","Negación","adverbio",false,"Adverbio de negación","否定副词","","","","","","","subordinada sustantiva",""
arsovska,3,3-8,67,"se","se","（自）","-","'se' pronominal (atreverse)","pronombre",false,"Pronombre pronominal","代词性成分","","","","","","se → el sagaz (智者)","subordinada sustantiva",""
arsovska,3,3-8,68,"atreva","atreverse","敢","gǎn","Atreverse a","verbo",false,"Verbo de subordinada","动词作谓语",3,"singular","presente","subjuntivo","","","subordinada sustantiva","虚拟式! '不敢为'"
arsovska,3,3-8,70,"actuar","actuar","为","wéi","Actuar, obrar","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","subordinada sustantiva","'为'"
arsovska,3,3-9,71,"Actuando","actuar","为","wéi","Actuar (gerundio)","verbo",false,"Complemento (gerundio)","动词作状语","","","","gerundio","","","oración principal","副动词; '为无为'"
arsovska,3,3-9,73,"hacer","hacer","为","wéi","Hacer, actuar","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","oración principal","术语: 无为"
arsovska,3,3-9,74,"nada","nada","无","wú","Nada","pronombre",false,"Sujeto","无定代词","","","","","","","oración principal","'则无不治'"
arsovska,3,3-9,75,"queda","quedar","治","zhì","Quedar, permanecer","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","nada queda sin atender = 无不治"
arsovska,3,3-9,77,"atender","atender","治","zhì","Atender, gobernar","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","oración principal","'治'"
arsovska,4,4-1,2,"Dao","Dao","道","dào","El Dao","sustantivo",true,"Sujeto","名词作主语","","","","","","","oración principal","专有名词"
arsovska,4,4-1,3,"se","se","冲","chōng","'se' pronominal (agitarse)","pronombre",false,"Pronombre pronominal","代词性成分","","","","","","se → el Dao","oración principal",""
arsovska,4,4-1,4,"agita","agitar","冲","chōng","Agitarse, moverse","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'道冲'"
arsovska,4,4-1,5,"pero","pero","而","ér","Conjunción adversativa","conjunción",false,"Nexo adversativo","转折连词","","","","","","","oración principal",""
arsovska,4,4-1,6,"nunca","nunca","或不","huò bù","Nunca","adverbio",false,"Adverbio de negación","否定副词","","","","","","","oración principal","'或不盈'"
arsovska,4,4-1,7,"se","se","盈","yíng","'se' pronominal (desbordarse)","pronombre",false,"Pronombre pronominal","代词性成分","","","","","","se → el Dao","oración principal",""
arsovska,4,4-1,8,"desborda","desbordar","盈","yíng","Desbordarse, colmarse","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'不盈'"
arsovska,4,4-2,9,"Qué","qué","渊兮","yuān xī","Qué (exclamativo)","determinante",false,"Determinante exclamativo","感叹限定词","","","","","","","oración exclamativa","'渊兮' 感叹"
arsovska,4,4-2,10,"abismo","abismo","渊","yuān","Abismo, sima","sustantivo",false,"Núcleo exclamativo","名词","","","","","","","oración exclamativa","'渊'"
arsovska,4,4-3,11,"Parece","parecer","似","sì","Parecer, semejar","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'似万物之宗'"
arsovska,4,4-3,13,"ancestro","ancestro","宗","zōng","Ancestro, origen","sustantivo",false,"Atributo","名词作表语","","","","","","","oración principal","'宗'"
arsovska,4,4-3,16,"diez","diez","万","wàn","Diez (numeral)","numeral",false,"Cuantificador","数词","","","","","","","oración principal","diez mil = 万"
arsovska,4,4-3,17,"mil","mil","万","wàn","Mil (numeral)","numeral",false,"Cuantificador","数词","","","","","","","oración principal",""
arsovska,4,4-3,18,"cosas","cosa","物","wù","Cosas, seres","sustantivo",false,"Término de preposición","名词","","","","","","","oración principal","万物"
arsovska,4,4-4,19,"Aplana","aplanar","挫","cuò","Aplanar, embotar","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'挫其锐'; forma = imperativo 2sg, aquí sujeto=el Dao"
arsovska,4,4-4,21,"filo","filo","锐","ruì","Filo, agudeza","sustantivo",false,"Objeto directo","名词作宾语","","","","","","","oración principal","'其锐'"
arsovska,4,4-4,22,"deshace","deshacer","解","jiě","Deshacer, desatar","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'解其纷'"
arsovska,4,4-4,24,"nudo","nudo","纷","fēn","Nudo, enredo","sustantivo",false,"Objeto directo","名词作宾语","","","","","","","oración principal","'其纷'"
arsovska,4,4-4,25,"pule","pulir","和","hé","Pulir, atenuar","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'和其光'"
arsovska,4,4-4,27,"brillo","brillo","光","guāng","Brillo, luz","sustantivo",false,"Objeto directo","名词作宾语","","","","","","","oración principal","'其光'"
arsovska,4,4-4,29,"reúne","reunir","同","tóng","Reunir, igualar","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'同其尘'"
arsovska,4,4-4,31,"polvo","polvo","尘","chén","Polvo","sustantivo",false,"Objeto directo","名词作宾语","","","","","","","oración principal","'其尘'"
arsovska,4,4-5,32,"Qué","qué","湛兮","zhàn xī","Qué (exclamativo)","determinante",false,"Determinante exclamativo","感叹限定词","","","","","","","oración exclamativa","'湛兮' 感叹"
arsovska,4,4-5,33,"profundo","profundo","湛","zhàn","Profundo, hondo","adjetivo",false,"Núcleo exclamativo","形容词","","","","","","","oración exclamativa","'湛'"
arsovska,4,4-6,34,"Parece","parecer","似","sì","Parecer, semejar","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'似或存'"
arsovska,4,4-6,35,"existir","existir","存","cún","Existir","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","oración principal","'存'"
arsovska,4,4-7,36,"No","no","不","bù","Negación","adverbio",false,"Adverbio de negación","否定副词","","","","","","","oración principal","'吾不知'"
arsovska,4,4-7,37,"sé","saber","知","zhī","Saber, conocer","verbo",false,"Verbo principal","动词作谓语",1,"singular","presente","indicativo","","","oración principal","变位: 1ª sing.! 主语=吾(yo)"
arsovska,4,4-7,39,"quién","quién","谁","shéi","Quién (interrogativo)","pronombre",false,"Complemento (interrogativo)","疑问代词","","","","","","","subordinada interrogativa","'谁之子'"
arsovska,4,4-7,40,"es","ser","（系词）","-","Ser (cópula)","verbo",false,"Verbo copulativo","系动词",3,"singular","presente","indicativo","","","subordinada interrogativa",""
arsovska,4,4-7,41,"hijo","hijo","子","zǐ","Hijo","sustantivo",false,"Atributo","名词作表语","","","","","","","subordinada interrogativa","'子'"
arsovska,4,4-8,42,"semeja","semejar","象","xiàng","Semejar, asemejarse","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'象帝之先'"
arsovska,4,4-8,44,"ancestro","ancestro","先","xiān","Ancestro, lo anterior","sustantivo",false,"Complemento (objeto)","名词作宾语","","","","","","","oración principal","'先'"
arsovska,4,4-8,47,"deidades","deidad","帝","dì","Deidades, el Emperador celeste","sustantivo",false,"Término de preposición","名词","","","","","","","oración principal","'帝'"
arsovska,5,5-1,2,"cielo","cielo","天","tiān","Cielo","sustantivo",false,"Sujeto","名词作主语","","","","","","","oración principal","'天地'"
arsovska,5,5-1,5,"tierra","tierra","地","dì","Tierra","sustantivo",false,"Sujeto","名词作主语","","","","","","","oración principal",""
arsovska,5,5-1,6,"no","no","不","bù","Negación","adverbio",false,"Adverbio de negación","否定副词","","","","","","","oración principal",""
arsovska,5,5-1,7,"son","ser","（系词）","-","Ser (cópula)","verbo",false,"Verbo copulativo","系动词",3,"plural","presente","indicativo","","","oración principal",""
arsovska,5,5-1,8,"compasivos","compasivo","仁","rén","Compasivos, benevolentes","adjetivo",false,"Atributo","形容词作表语","","","","","","","oración principal","'不仁'; 术语 仁"
arsovska,5,5-2,9,"toman","tomar","以…为","yǐ...wéi","Tomar (por)","verbo",false,"Verbo principal","动词作谓语",3,"plural","presente","indicativo","","","oración principal","'以万物为刍狗'; 主语省略=天地"
arsovska,5,5-2,11,"diez","diez","万","wàn","Diez (numeral)","numeral",false,"Cuantificador","数词","","","","","","","oración principal","diez mil = 万"
arsovska,5,5-2,12,"mil","mil","万","wàn","Mil (numeral)","numeral",false,"Cuantificador","数词","","","","","","","oración principal",""
arsovska,5,5-2,13,"cosas","cosa","物","wù","Cosas, seres","sustantivo",false,"Objeto directo","名词作宾语","","","","","","","oración principal","万物"
arsovska,5,5-2,15,"perros","perro","狗","gǒu","Perros","sustantivo",false,"Complemento predicativo","名词作宾语补足语","","","","","","","oración principal","'刍狗'"
arsovska,5,5-2,17,"paja","paja","刍","chú","Paja","sustantivo",false,"Término de preposición","名词作定语","","","","","","","oración principal","'刍狗' = 稻草扎的狗"
arsovska,5,5-3,19,"sabio","sabio","圣人","shèng rén","El sabio","sustantivo",false,"Sujeto","名词作主语","","","","","","","oración principal","术语: 圣人"
arsovska,5,5-3,20,"no","no","不","bù","Negación","adverbio",false,"Adverbio de negación","否定副词","","","","","","","oración principal",""
arsovska,5,5-3,21,"es","ser","（系词）","-","Ser (cópula)","verbo",false,"Verbo copulativo","系动词",3,"singular","presente","indicativo","","","oración principal",""
arsovska,5,5-3,22,"compasivo","compasivo","仁","rén","Compasivo, benevolente","adjetivo",false,"Atributo","形容词作表语","","","","","","","oración principal","'不仁'"
arsovska,5,5-4,23,"toma","tomar","以…为","yǐ...wéi","Tomar (por)","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'以百姓为刍狗'; 主语=圣人"
arsovska,5,5-4,25,"pueblo","pueblo","百姓","bǎi xìng","Pueblo, las cien familias","sustantivo",false,"Objeto directo","名词作宾语","","","","","","","oración principal","'百姓'"
arsovska,5,5-4,27,"perro","perro","狗","gǒu","Perro","sustantivo",false,"Complemento predicativo","名词作宾语补足语","","","","","","","oración principal","'刍狗'"
arsovska,5,5-4,29,"paja","paja","刍","chú","Paja","sustantivo",false,"Término de preposición","名词作定语","","","","","","","oración principal",""
arsovska,5,5-5,32,"cielo","cielo","天","tiān","Cielo","sustantivo",false,"Término de preposición","名词","","","","","","","oración interrogativa",""
arsovska,5,5-5,35,"tierra","tierra","地","dì","Tierra","sustantivo",false,"Término de preposición","名词","","","","","","","oración interrogativa",""
arsovska,5,5-5,36,"acaso","acaso","其…乎","qí...hū","Acaso (marca interrogativa retórica)","adverbio",false,"Adverbio interrogativo","疑问副词","","","","","","","oración interrogativa","'其犹…乎' 反问"
